label,Content
0,"Republicans enter the fall campaign in moods ranging from grim foreboding to howling despair. They fear that Donald Trump will not only lose but lose so big he will take hordes of other candidates down with him, costing the GOP control of the U.S. Senate and even the House. This election could be the party's worst debacle since 1964.  Republicans don't seem to have prepared for an even bigger catastrophe that could occur Nov. 8: a Trump victory. In that case, they wouldn't be stuck with him for the next two months. They would be stuck with him for the duration of his presidency, and they would have to answer for him forever.  They are in the position of a bride who, on the eve of her wedding day, knows she's making a mistake. If she backs out, she'll bring a mess down on her head. But if she doesn't, she'll be caught in a snare that will be painful and hard to escape, with consequences she will have years to regret.  The first harm from Trump is that he would be the new identity of the party. Forget the legacy of Ronald Reagan. Never mind what Mitch McConnell and Paul Ryan propose. He would be the one defining the national agenda. If President Trump wanted to intern Muslims, launch drones against Mexico or put David Duke up in the Lincoln Bedroom, his fellow Republicans would wear the stain.  One of the miseries they have suffered in recent months is waking up each day anxiously wondering what new folly their candidate is about to commit. It's bad enough having to put up with his insulting of a gold star mother, not knowing that Russia has invaded Ukraine, accusing Barack Obama of founding the Islamic State, and retweeting white supremacists.  But all this amounts to an ignorant egomaniac running his mouth. In the White House, Trump would be acting, not just talking. He would possess powers that can be wielded in all sorts of destructive ways. As Republicans have learned from Obama's use of executive authority, it's hard to stop a determined president from doing whatever he damn well pleases.  Scrap NAFTA? Carry out indiscriminate bombing of the Islamic State? Refuse to come to the aid of a NATO ally attacked by Russia? Bring back torture, using methods that would make Dick Cheney weep?  Turn over decisions to advisers who couldn't find their way out of an elevator if you gave them a map and a compass? Dump Melania and start dating? The question is not whether Trump would make bad choices in the White House—only which ones and when.  Since he wrapped up the nomination, Republicans have been hoping Trump would change his reckless style, listen to people who know more than he does, avoid pointless fights and generally behave like a responsible adult. Their hopes have been in vain. He either can't change or sees no reason to.  Winning the election would turbocharge Trump's worst impulses. He would have new grounds to ignore GOP leaders and indulge his every whim. If that approach gets him elected, why would he behave any differently as president?  Maybe Trump would drag the country through four years of chaos and stagnation, trailing broken promises and aborted schemes. Or maybe he would handle the job so irresponsibly that he would provoke his impeachment and removal—an eminently plausible scenario.  The latter outcome would have some special downsides for Republicans. One is that it would saddle them with the herculean chore of defending him at his worst. Another is that it would derail any policy ideas they hope to advance. Then there's the political cost in the next election.  Compared with these nightmares, a Hillary Clinton presidency would have all sorts of advantages. It would give Republicans a unifying focus, mobilize them to block liberal policies, open the way for new conservative leaders to emerge and offer the party a chance to rebound at the polls in 2018. If she were to be embroiled in a White House scandal brought on by her own disregard for the rules, even better for the GOP.  Republicans might remember British statesman Benjamin Disraeli's explanation of the difference between a misfortune and a calamity. For his chief rival to fall into the river, he said, would be a misfortune. The calamity would be if someone pulled him out."
1,"By Les Visible on November 4, 2016 Visible Origami — Nov 4, 2016 Dog Poet Transmitting……. Welcome to Origami my dear friends. This is the number 779 posting at this blog. I don’t know what that means but it’s a lot of posts. We hope that some of them will have been of value to you. We like to talk about Love a great deal here. We spent decades studying in the Hermetic and Occult Sciences where abstruse concepts and complex schematics are the general nature of the various systems that exist in these areas of inquiry. I used to have some facility with them. I could talk about them in a knowledgeable way. Whether I actually had any real and useful knowledge is another thing. At least I could talk about these subjects as if I knew what I was talking about. Time went by and it became more and more apparent to me that knowing a great deal about certain subjects did not necessarily convey a power of operation in them. I studied palmistry for some time. I knew what all the lines and mounts, digits and bracelets and sundry meant. I knew which hand meant whatever it meant in relation to the other hand but… what I did not have was the single most important element. I did not have the intuitive feed. I studied the Tarot and esoteric astrology and various systems of mind control that hearkened back to earlier times. I studied a lot of things because I had a real thirst for arcane information but I lacked the intuitive feel in all of them except esoteric astrology and in the matter of the Tarot I did have some amount of facility in the areas where fortune telling was not a consideration. I always felt that using the Tarot for fortune telling was unfortunate behavior. Not only did it make you dependent on a method that, except in very rare circumstances, proved to be both deceptive and inefficient but… why seek to read the future when you could change the future? Meditation on the Tarot archetypes will transform your mental state and the very construction of it. This meditation will awaken the archetypes in you so that they resonate in your being with the world external to you. This doesn’t mean difficult conditions will not come upon you. What it means is that you will be on a shorter and faster track to illumination of some kind; we won’t be going into that today. I studied and I studied and I studied and I learned to parse and debate and state, within the parameters of the science and even in a comparative sense with other sciences but I didn’t know anything of value in the sense that I could apply what I had learned to real time accomplishments and achievements in the manifest in a supernatural manner. Sure, this kind of thing happens on a regular basis in my life but not because I have anything to do with it. All of this takes me back to the words of The Preacher in Ecclesiastes; “vanity, all is vanity,” and “there is nothing new under the sun.” It has taken me more years than I wish it had, to learn that only Love is worth the pursuit of it and the Love of the Ineffable is the greatest Love of all. Nothing that I have learned in all of the mystery sciences is the equal of this understanding, nor do any of them have anywhere near the value of it. Here is what I have learned, Love God. I am not speaking in a religions sense because in these times you can’t swing a dead cat in a condo closet without hitting a false prophet. False prophets come in all sizes. They are not all the equal of the Anti-Christ, whoever that might be, like The Pasto and the Anti-Pasto. A false prophet is anyone who manipulates the emotional and mental bodies of their fellows for personal gain, even if that gain is only influence, influence of this kind usually transforms into personal profit on some level. It might be material gain. It might be sexual favors. It might be psychopathic gratification of some kind and it can take place in a small country church just as easily as in a mega church or a massive television ministry. The Aquarian Age is upon us and as a result, all of the long entrenched and much- changed over time- religions are on their way out. The collective faith of humanity is being shaken to its roots and the old ways are passing away. This does not mean that the true teachings of the true teachers will pass away but they will be presented in a new light that is relative to the needs of a new age. The Aquarian Age is supposed to be The Age of Brotherhood and that tells me that the avatar will appear in the collective human heart, where a place has been prepared for it. It will not appear where the false self is occupying the space necessary for the indwelling divine to reside. One does not need to be a follower or practitioner of any particular dogma or form of ritual. One needs only to Love the divine who is one’s own higher self and the reason for this is that that higher self will draw our true self up into its aura of influence, or rather reveal itself to is as our true self. We are all divinity in the process of discovery and unfoldment and Love is the means and the mechanism that can accomplish this. As we reject and expel all of what is false and extraneous in ourselves, we make room for the indwelling divine. Once we have driven all of it out of ourselves, the divine will come forth in our hearts and reign over all things from the throne room within. I have no further use or need for occult information. I am not in the market for anything that is on the market. I can be very glib about some of these things because of a very good memory and an analytic mind that has not lost its objectivity and which doesn’t play favorites in terms of what I want people to think, that is their area of authority and has nothing to do with me but… all the glibness and capacity for articulation in the world is not going to serve the deeper needs of humanity. It might gain you followers and it might get you on some talk circuit and book signing tours and you can lecture to your heart’s content at New Age conventions and seminars and you’ll just be one more Tom Fool among all the rest of the Gleem smiling androids, who pander to the gullible the world over. It will, guaranteed, also get you in the kind of trouble for which I will run long distances to avoid. Put yourself on a pedestal or allow others to do it for you and you might as well paint a target on your back at the same time. The divine and his angels and emissaries see all of this. They see every montebank and charlatan. They see into every sincere and corrupt heart and judgments are passed concerning what phases and states you will be taken through to wake you the Hell up. I would prefer to sidestep the hard massage of Karma upon my being. Love the ineffable and everything else will take care of itself. Love the ineffable with all the intensity that you can muster and your intensity will grow and grow; “success is speedy for the energetic.” God is watching. We need to get into a fluid and continuous mindset of certitude concerning this. We need to remind ourselves through every day that God is watching. God is looking at the world through our very own eyes. We may have convinced ourselves that we alone are seeing and that we alone have access to our mind and heart but this is assuredly not the case. God is everywhere, after one fashion or another. When one has brought their heart and mind to the assurance of the endless presence of God in our being and all around us and yet magically and mystically apart as well, then we will begin to resonate with that ubiquitous presence and it will move through us in an active expression of itself. There was a saint, named St Denis , who is the patron saint of Paris. They cut off his head and he picked it up and put it under his arm and walked off with it. Do I believe this happened in the exact details given? I don’t know. What I do know is that there have been many similar stories. One similar is to be found in Autobiography of a Yogi. Look into the tales that are recorded concerning Appolonius of Tyana (the links will take you to a fuller study of his life) and many, many another unusual character, who has walked among us here over the ages. Some of them had a vast reservoir of occult knowledge and some of them were in possession of divine Love. Some had both. I would prefer to be one of those who carries the love of God in my heart and I want for nothing more. I don’t need to know all of these complexities and these complexities go on and on forever. There are just so many of them. If you have ever looked into Tantra then you have some idea of how intricate the complexities can be. I am not equal to the possession of such information. As fine a mind as I have I am a simple fellow and I can get into trouble very quickly when I get out of my depth and I have no desire to test those waters. So I say to you all, seek the source of all knowledge worth having. Seek the reservoir of immeasurable Love. Seek the source of every good and righteous thing and Love it with all the force that is possible for you and anything you do need to know will be given to you at the time you need it. “Seek ye first the kingdom of God and his righteousness and all else will be added unto you.” End Transmission……."
0,"Donald Trump has had a very tough three weeks on the campaign trail, from a bad first debate to the “Access Hollywood” video to the recent flood of allegations that he groped and made unwanted sexual advances toward several women.  And yet Trump trails Hillary Clinton by just four points in the new Washington Post-ABC News poll — a number that is pretty par for the course for the 2016 election.  But the Post-ABC poll also makes this clear about what Trump is up to these days: He's doing almost everything wrong, and he's doing nothing to grow his support and actually put himself in a position to win.  Trump has spent the better part of the past week arguing that his comments on tape were just “locker room talk,” attempting to cast doubt on the accusations made against him by an increasing number of women and pressing the case that the Clintons' misdeeds are worse than the ones he's alleged to have committed.  The problem is that a majority of voters are buying none of it.  So why hasn't he lost much ground — at least in this poll (other polls last week showed him losing much more and down double digits)? Part of it is rank partisanship. About 4 in 10 likely voters appear willing to give him a pass on most of the things described above.  Those who appear unconcerned are largely GOP-leaning voters already supporting Trump. And that's probably why he remains at 43 percent in a four-way matchup with Hillary Clinton, Libertarian Gary Johnson and the Green Party's Jill Stein.  But that brings us back to the problem that has plagued Trump since the GOP primary: his inability to grow his support among the general electorate. Trump is doing basically nothing in response to his problems these past few weeks that is being met with broad support.  He has long run, and continues to run, a campaign that is very much focused on the Republican Party base, and that base doesn't seem to have deserted him at this point. But that base alone is also insufficient to win an election in the United States.  Trump remains in this race almost completely despite himself and with an assist from Clinton's own popularity problems. Those are problems, we would note, that are largely due to things she did before this campaign — in contrast to Trump. He'll probably see the head-to-head number from this poll showing him down only four points and think he's doing just fine and could still win.  If so, he will be missing the point entirely."
1,"40 Views November 09, 2016 GOLD , KWN King World News  Today former U.S. Treasury Secretary just warned that Trump could be assassinated.  (King World News) Former U.S. Treasury Secretary Dr. Paul Craig Roberts: The US presidential election is historic, because the American people were able to defeat the oligarchs. Hillary Clinton, an agent for the Oligarchy, was defeated despite the vicious media campaign against Donald Trump. This shows that the media and the political establishments of the political parties no longer have credibility with the American people… SPEAKING OF GOLD… To find out which company is set to become one of the highest grade producing gold mines on the planet and is one of the greatest precious metals investment opportunities in the world CLICK HERE OR BELOW: Sponsored  Dr. Paul Craig Roberts continues: It remains to be seen whether Trump can select and appoint a government that will serve him and his goals to restore American jobs and to establish friendly and respectful relations with Russia, China, Syria, and Iran.  Will The Elite Make A Move Against Trump? It also remains to be seen how the Oligarchy will respond to Trump’s victory. Wall Street and the Federal Reserve can cause an economic crisis in order to put Trump on the defensive, and they can use the crisis to force Trump to appoint one of their own as Secretary of the Treasury. Rogue agents in the CIA and Pentagon can cause a false flag attack that would disrupt friendly relations with Russia. Trump could make a mistake and retain neoconservatives in his government.  With Trump there is at least hope. Unless Trump is obstructed by bad judgment in his appointments and by obstacles put in his way, we should expect an end to Washington’s orchestrated conflict with Russia, the removal of the US missiles on Russia’s border with Poland and Romania, the end of the conflict in Ukraine, and the end of Washington’s effort to overthrow the Syrian government. However, achievements such as these imply the defeat of the US Oligarchy. Although Trump defeated Hillary, the Oligarchy still exists and is still powerful.  Trump said that he no longer sees the point of NATO 25 years after the Soviet collapse. If he sticks to his view, it means a big political change in Washington’s EU vassals. The hostility toward Russia of the current EU and NATO officials would have to cease. German Chancellor Merkel would have to change her spots or be replaced. NATO Secretary General Jens Stoltenberg would have to be dismissed.  We do not know who Trump will select to serve in his government. It is likely that Trump is unfamiliar with the various possibilities and their positions on issues. It really depends on who is advising Trump and what advice they give him. Once we see his government, we will know whether we can be hopeful for the changes that now have a chance.  Trump Could Be Assassinated If the oligarchy is unable to control Trump and he is actually successful in curbing the power and budget of the military/security complex and in holding the financial sector politically accountable, Trump could be assassinated.  Trump said that he will put Hillary in prison. He should first put her on trial for treason and war crimes along with all of the neoconservatives. That would clear the decks for peace with the other two major nuclear powers over whom the neoconservatives seek hegemony. Although the neoconservatives would still have contacts in the hidden deep state, it would make it difficult for the vermin to organize false flag operations or an assassination. Rogue elements in the military/security complex could still bring off an assassination, but without neocons in the government a coverup would be more difficult.  Trump has more understanding and insight than his opponents realize. For a man such as Trump to risk acquiring so many powerful enemies and to risk his wealth and reputation, he had to have known that the people’s dissatisfaction with the ruling establishment meant he could be elected president.  We won’t know what to expect until we see who are the Secretaries and Assistant Secretaries. If it is the usual crowd, we will know Trump has been captured.  The Discredited Mainstream Media A happy lasting result of the election is the complete discrediting of the US media. The media predicted an easy Hillary victory and even Democratic Party control of the US Senate. Even more important to the media’s loss of influence and credibility, despite the vicious media attack on Trump throughout the presidential primaries and presidential campaign, the media had no effect outside the Northeast and West coasts, the stomping grounds of the One Percent. The rest of the country ignored the media.  I did not think the Oligarchy would allow Trump to win. However, it seems that the oligarchs were deceived by their own media propaganda. Assured that Hillary was the sure winner, they were unprepared to put into effect plans to steal the election.  Hillary is down, but not the Oligarchs. If Trump is advised to be conciliatory, to hold out his hand, and to take the establishment into his government, the American people will again be disappointed. In a country whose institutions have been so completely corrupted by the Oligarchy, it is difficult to achieve real change without bloodshed. ***ALSO JUST RELEASED: After Trump Shocker, One Market Is In Freefall! And What Is Happening In The Gold Market Is Unbelievable! CLICK HERE.  ***KWN has now released the extraordinary audio interview with Egon von Greyerz, where he gives KWN listeners a look what is really happening behind the scenes globally and in the gold market, and you can listen to it by CLICKING HERE OR ON THE IMAGE BELOW.  © 2015 by King World News®. All Rights Reserved. This material may not be published, broadcast, rewritten, or redistributed. However, linking directly to the articles is permitted and encouraged. About author"
1,"Email Print In every competition out there, there will be a winner and a loser. It’s just the way that competitions work. Literally everywhere you go there are competitions going on and there are always winners and losers. When we are children, we are always taught to be gracious losers. Yes sometimes losing a tough competition hurts, but if you accept it graciously, people will always praise your character. The problem with today’s young generation is that they have forgotten how to lose graciously. Since the announcement that Donald Trump has won the presidential election, liberals have been protesting this victory. They’re literally ignoring everything that has been taught to them since we were children. It doesn’t matter if you don’t like the result; Trump won the election and that is a fact. But these protests continue and there is one person that seems to be the mastermind behind it. That would be the ultra liberal billionaire George Soros. He was also responsible for financing some of the protest groups that was designed to have violence at the Trump rallies. During the election season, it was discovered that Soros was behind some of the protestor’s actions. He was paying them to create a scene and cause violence that would have the media talking about the Trump rallies. Now this shouldn’t have been happening in the first place but it was. And now that Trump has been elected president of the United States, there are people that are out on the streets protesting his victory. It’s a little ironic considering that liberals were the ones that were complaining about how Trump wouldn’t accept the election results if fraud was detected. Here is the issue though. There are people out on the streets that are protesting a presidential election. These are the same people that were the ones inciting violence at the Trump rallies. And those people were paid by Soros to start, so it’s likely that he is the one that is paying them to start civil unrest now. And there is a specific reason that Soros wants to have violence at the protests. That would mean that President Obama would have to declare Martial Law. This is how it works. It’s literally a domino effect. There are people out protesting the election results. But when they start having mass amounts of violence at the protests then the entire country is going to start noticing. If that happens then there is going to be pressure on the president to solve it. President Obama would then declare Martial Law. Martial Law is when the president has to suspend transfer of power due to the fact that there is a “National Emergency.” Therefore if that would happen then Trump wouldn’t be able to see the White House because Obama would still be the president of the United States. There is a good chance that this has been the back up plan for some liberals all along. And there is proof out there that the protests are staged. There are protests going on all over the United States and in one part of the nation, Austin, Texas, they found the buses that were used to bring the people in. Again these are planned in order to create civil unrest. And there is more proof. The signs that the people brought to the protests were all created and printed by groups related to the Soros cause. You can’t just print thousands of signs on a whim. These events have to be planned and thought out. And that is exactly what was happening. Finally the last bit of proof was that the Democrats and Soros have paid people to protest and create a disturbance at Trump events before. Since they have done it in the past, they are definitely going to do it now. And the Democrats are willing to pay them to create this disturbance. But the scariest part about all this is the fact that people are actually volunteering to protest the election just because Trump won. Again we are taught from a young age to accept defeat with graciousness. Right now they are acting like a bunch of spoiled kids because they didn’t get their way. And now there is a possibility that Obama is going to declare Martial Law because of these protestors. They couldn’t accept the fact that the country spoke and they wanted Trump in charge. But now they are actively interfering with a Democratic election because they want to complain about the choice. Again this is all most likely due to Soros. And he has had a hand in it before. He wants to see a globalized country and that means that he will do whatever he can to make it happen. That includes ordering an attack on Trump Tower in Chicago . That was where some of the protests in the country were happening. But he also had a hand in trying to fix the election. In 16 States they were using voting machines that were being produced by Soros controlled companies . Of course that meant that he was going to do what he could to rig the election. It most likely wouldn’t have mattered if you voted Trump; the machines were going to submit for Clinton. Share this article to show people that Soros has a plan for all of these protests. He wants to make sure that they create enough of a civil disturbance that Obama will declare Martial Law and stop the transfer of power from him to Trump. That way the globalist agenda could still happen. H/T: Conservative Daily Post However the best option is to not engage with the people that are out there. It’s like handling a two-year-old child that is throwing a temper tantrum. If you just ignore them they will settle down. Therefore just ignore the protestors and don’t engage with them.  If you haven’t checked out and liked our Facebook page, please go here and do so. Leave a comment... "
1,By Amanda Froelich It should be evident if you’re following news concerning the Standing Rock protests in North Dakota that tension continues to escalate between... 
0,"Donald Trump’s presidential campaign is literally losing red states by the day, so what is the Republican presidential nominee doing? He is sending angry tweets to MSNBC’s Joe Scarborough.  Instead of dealing with the fact that his campaign is literally burning to the ground, Donald Trump is once again planted in front of his TV obsessing over his media coverage.  In case anybody thought that Trump’s tweet at Scarborough was one-off today, the Republican nominee also attacked CNN’s Don Lemon:  A day after threatening the life of his Democratic opponent, Donald Trump isn’t trying to fix his campaign. Instead, Trump is whining about the media and his coverage.  Trump exists in his own universe. The presidential campaign is a distant second in his mind to his endless cravings for positive attention and publicity. Hillary Clinton is making a play for the deep red state of Utah, while Donald Trump is busy angry tweeting at Joe Scarborough and Don Lemon.  The Republican Party might have been better off with no nominee at all because they are being run into the ground by fraudulent businessman Donald J. Trump."
1,"10 Steps To Rolling The Perfect Joint Posted today Looking to enjoy a little bit of “relaxation”? You’ll probably want to practice the lost art of joint rolling. With just 10 easy steps, anyone can roll the perfect joint… but enjoy responsibly! Step 1: Fill the tub. Step 2: Get the weed—the dark fruit, the bush that grows in the shadow of the valley of the shadow of weed, the jester’s hiccup, the liquid daydream fresh from the ice-cube tray, the wisdom tooth of the vegetables ogre, Israeli nightshade, the Arizona iced tea of drugs, the dad baffler, the sweet teen poison, the sickly crop of the wind farm, the flower the devil dares not pick—out of your fridge. Set it aside. Step 3: A filter keeps fire from squirming into your throat and laying its eggs in your brainstem. Build the filter by pouring a mixture of egg whites and ground hen bones into a filter mold, and leave it at your parents’ house over a long weekend to set. Step 4: Get your rolling paper by stripping a few inches of skin off the Paper Wretch with a hot carrot peeler. It may take a few tries to get a good swath! Step 5: To break up the weed, place it on an active fault line in a bowl full of gravel. Step 6: Once a major tectonic event has ground your weed, pound it into a paste using a book about a curious incident. Step 7: Wrap your index finger in paper and feed the weed paste into your port. A chilly sensation means your body has accepted the paste and will pass it on. A prickling sensation means your body has rejected the paste and will hopefully pee it out someday. Step 8: Seal the joint by licking your papered-up finger like a naughty little thing. You’re filthy, aren’t you? Step 9: Remove finger, twist paper, and voilà! The perfect joint for any mouth. Step 10: Dunk the joint in the tub so you aren’t tempted to smoke it and become insane. Start over at step one!  Don’t get discouraged if you don’t get it right on the first try. Like all things in life, practice makes perfect!"
1,"Cardinal Vincent Nichols says: “Britons could learn a lot from the ‘vibrant’ faith of Muslim migrants” British people have much to learn from the “vibrancy of the Muslim faith” of new immigrants including refugees, the leader of the Roman Catholic Church in England and Wales has said. UK Telegraph Cardinal Vincent Nichols said immigrants had been enduring a worsening “atmosphere of fear” in the months since the EU referendum with the members of the public casually voicing hatred in a “self-indulgent” way. (Self-indulgent? I wonder what this French priest would have to say about that?) H e accused politicians of “trading in fear” and said media stories constantly portraying immigration in a negative light were proving “corrosive of our best nature”. In an interview with the BBC , he insisted that increasingly secular British society could learn much from the faith of new arrivals whether Muslims or followers of other religions. “Of course what we have to learn too is from the vibrancy of the Muslim faith that comes here. H e added: “I think the immigration crisis is real and it needs concerted effort to address it,” he said. “It needs to be addressed realistically with resources and proper legislation, but it’s almost impossible to do that in an atmosphere in which fear and hatred are the dominant features. “It does nobody any good, this somewhat self-indulgent way in which people have begun to express themselves and their distaste and their hatred of people who they see as different. “And that is creating a culture of fear among people who have been welcomed here.”"
0,"The consent decree between Cleveland and the Justice Department emphasizes community policing, an approach that involves law enforcement closely working with the local community to guide best practices. In particular, the city vowed to establish a commission that will act as a link between the Cleveland police department and community groups. ""We will have community policing as part of our DNA,"" Cleveland Mayor Frank Jackson said.  The agreement also promises new guidelines, improved training, and more oversight for use of force. As part of these changes, the Cleveland police department will reform and strengthen existing watchdog agencies. The mayor will also appoint an inspector general that will watch over the police department, and a civilian will be in charge of the police force's internal affairs unit.  Among the reforms, police officers will be required to stop pistol whipping people in the head, and document each time they unholster their guns.  An independent monitor will oversee all of these changes. The city will only be relieved of federal oversight once a federal judge agrees that the police department has met a specific set of standards for reform detailed in the agreement.  A brutal Justice Department report in December found Cleveland police officers used excessive deadly force, including shootings and head strikes with impact weapons; unnecessary, excessive, and retaliatory force, including Tasers, chemical sprays, and their fists; and excessive force against people with mental illness or in crisis, including one situation in which officers were called exclusively to check up on someone's well-being.  In one case, a police officer shot at an unarmed man wearing only boxer shorts as he was fleeing from armed assailants:  An incident from 2013 in which a sergeant shot at a victim as he ran from a house where he was being held against his will is just one illustration of this problem. ""Anthony"" was being held against his will inside a house by armed assailants. When officers arrived on scene, they had information that two armed assailants were holding several people inside the home. After officers surrounded the house, Anthony escaped from his captors and ran from the house, wearing only boxer shorts. An officer ordered Anthony to stop, but Anthony continued to run toward the officers. One sergeant fired two shots at him, missing. According to the sergeant, when Anthony escaped from the house, the sergeant believed Anthony had a weapon because he elevated his arm and pointed his hand toward the sergeant. No other officers at the scene reported seeing Anthony point anything at the sergeant. The sergeant's use of deadly force was unreasonable. It is only by fortune that he did not kill the crime victim in this incident. The sergeant had no reasonable belief that Anthony posed an immediate danger. The man fleeing the home was wearing only boxer shorts, making it extremely unlikely that he was one of the hostage takers. In a situation where people are being held against their will in a home, a reasonable police officer ought to expect that someone fleeing the home may be a victim. Police also ought to expect that a scared, fleeing victim may run towards the police and, in his confusion and fear, not immediately respond to officer commands. A reasonable officer in these circumstances should not have shot at Anthony.  This is just one of many examples of police officers using ""poor and dangerous tactics"" that often put them ""in situations where avoidable force becomes inevitable and places officers and civilians at unnecessary risk,"" according to the report.  The Justice Department attributed many of these problems to inadequate training and supervision. ""Supervisors tolerate this behavior and, in some cases, endorse it,"" the report said. ""Officers report that they receive little supervision, guidance, and support from the Division, essentially leaving them to determine for themselves how to perform their difficult and dangerous jobs.""  Former US Attorney General Eric Holder, who headed the Justice Department at the time of the investigation, argued that fixing these issues is crucial for both the general public and police. ""Accountability and legitimacy are essential for communities to trust their police departments, and for there to be genuine collaboration between police and the citizens they serve,"" he said.  For Cleveland, settling with the Justice Department to reform its police force averts a costly court battle. But it also could help alleviate tensions with a community that has long seen its police department as overly aggressive and even abusive."
0,"The decision by The New York Times to run a front-page image on Sunday of President Obama -- and family -- leading a march to mark the 50th anniversary of the Selma civil rights clashes, while leaving out of the image former President George W. Bush and his wife Laura, apparently was mirrored in the ""official White House photo"" of the event.  The official White House blog's Sunday entry on the Alabama march led with a similar image, focusing on Obama and his family, as well as civil rights figures, but leaving out the Bushes.  Both images show Obama walking alongside Georgia Democratic Rep. John Lewis, and even Al Sharpton, as they led thousands across the Edmund Pettus Bridge.  The White House blog does acknowledge in the caption that the Bushes were there, and the photo at the bottom of the page includes them off to the side.  Part of the problem may have been the staging of the event itself.  Basil Smikle Jr., a Democratic strategist and former advance team member for the Clinton White House, noted that the Bushes were not standing directly next to the Obamas. He told Fox News he would have liked to see both presidents together, at least in the New York Times photo.  ""Both presidents should have been close together,"" he said.  Regardless, the Bushes were standing but a few feet away from the first family and were included in other photos.  A spokeswoman for the Times told FoxNews.com that the newspaper did not crop the Bush family out of the original image for the front-page display.  Still, the decision not to run a photo that did include them drew criticism on Monday.  ""This is a stunning example of media bias,"" said Deneen Borelli, a Fox News contributor and outreach director for the conservative FreedomWorks.  The Associated Press also ran a variety of photos after they crossed the bridge, some of which show the Bushes and some of which do not. However, it appears the AP did not run photos showing the Bushes before they marched across the bridge.  The Times' article on the event did mention the Bushes' attendance, after the jump. The article notes that in 2006, he signed the reauthorization of the Voting Rights Act."
0,"We’re not electing a drinking buddy, we’re electing a president. Likeability is a smoke screen. And yes, it’s sexist besides.  With her latest primary wins, Hillary Clinton is all but guaranteed the Democratic nomination. But exit polls in some of the states where she has been victorious indicate that she is far from guaranteed the presidency. More pointedly, polls make it clear that if Hillary wants to win she may have to find the courage to admit something most women are afraid to.  While a majority of recent Democratic voters deemed Clinton trustworthy, Democrats who ranked honesty as the most important quality in their decision chose Bernie Sanders. Additionally more than half of Americans hold an unfavorable opinion of her. Clinton’s favorability numbers are still better than Donald Trump’s. But the question is not really whether a majority of American voters will choose Donald Trump. They won’t. The question is whether enough voters opposing his candidacy will turn out—on Election Day and as volunteers beforehand— for Hillary Clinton to win.  The even larger question, however, is why so many voters have such strong negative reactions to Hillary Clinton in the first place. After all, many of the same voters who disdain her for being “dishonest” will cheer for her husband. You know the one who actually did lie to all of us. Remember “I did not have sexual relations with that woman”?  Of course for many the distinction between how the two Clintons are viewed is clear. He’s a man and she’s a woman. We’ve all heard it said before, “A woman is called ‘difficult’ for behavior that gets a man hailed as ‘assertive.’” Bill Clinton is not seen as a liar, but simply as a mischievously rakish leader who was economical with the truth. Hillary, on the other hand, is a lying harpy.  I’m sure that sexism has played a role in how Hillary Clinton is perceived and critiqued by some. Because no woman in the public eye as much as she is or as long as she has been is immune to sexist critiques. (I get them regularly.) But the reality is that the real difference between Bill and Hillary Clinton is a difference all of us have faced in life, whether in junior high, or the office. Bill is simply more likable.  In the same way George W. Bush was seen as more fun and friendly than his more intellectually accomplished and responsible brother Jeb, Bill is preferred by most people with a pulse over his more responsible wife. Every election we hear about the importance of the so-called “beer test,” as in “who do voters want to have a beer with?” Hillary Clinton screams a lot of things, but person you want to chill with in your free time is not one of them. (Which is why President Obama’s backhanded compliment of Clinton as “likable enough” landed like the diss that it was.)  But I believe the real problem for Hillary Clinton is not that her husband is more likable than she is, but that it is obvious that she cares so much—like a lot of women do. I remember a conversation I had with a female friend just before an important meeting I was supposed to have with a prominent media person. I was nervous because for a variety of reasons I suspected the person I was meeting with might not be a personal fan of mine. When I finished laying out my concerns my friend—who is significantly more successful said: “This is the difference between men and women. Why do you care if he likes you or not? You got the meeting because his boss’s boss thinks you’re qualified, and if they tell him to work with you, he will.”  This may sound like a fairly unimportant anecdote in the context of a presidential campaign but for some of the women I’ve shared it with over the years it is revelatory. The reason: because women are taught early on to spend much of our time, energy and social capital pleasing others. Boys are taught to be smart. Girls are taught to be smart—but not at the expense of being popular, and certainly not at the expense of being pretty. Because after all, accomplishments ultimately mean very little in the big scheme of things if when it’s all said and done you’re a woman who is perceived as unattractive, unlovable and unlikable.  Hillary Clinton, the candidate voters don’t trust, was deemed the most trustworthy presidential candidate on terror following the recent Brussels attack. But of course that’s not quite the same as being loved or liked, but it does seem to indicate that plenty of Americans know that the job of president is far too serious to be decided the same way we decide who we want to sit with in the cafeteria in high school.  Instead of trying desperately to generate laughs on “Saturday Night Live” or “Broad City” or some other outlets her team of advisors have convinced her are essential to making her likable enough to win, she should finally do something most of us would never have the courage to do but wish that we did, which is to say this: “I know I’m not what you’d call likable and that you may not like me or think of me as a fun beer date. But I’m really qualified, and for a job this serious I think that’s what should matter. After all, do you care whether your heart surgeon is likable?”"
